Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE,Player ID
2026-01-23 20:50:49,10.741,hmsuis,30.909,6.004,1,3,1,5.029,7,30.909,0,0,2,2,34,110,2,3,0,276
2026-01-27 23:01:56,10.679,hmsuis,43.925,10.132,4,4,0,4.596,14,43.925,0,0,7,2,47,107,2,3,0,276
2026-02-10 21:22:07,11.863,hmsuis,40.385,10.783,1,7,0,4.476,15,40.385,0,0,6,7,42,104,3,2,0,276
2026-01-03 18:46:20,10.321,chemist,37.692,7.677,2,10,1,4.939,11,37.692,0,0,4,3,49,130,2,3,0,277
2026-01-23 20:50:49,10.321,chemist,32.5,5.923,1,3,1,5.256,8,32.5,0,0,4,0,39,120,3,2,0,277
2026-01-09 00:54:36,9.504,Provenance,38.298,7.758,2,5,2,4.833,10,38.298,0,0,3,3,54,141,3,1,1,289
2026-01-27 23:01:56,9.504,Provenance,38.095,9.545,4,7,0,4.475,12,38.095,0,0,8,3,40,105,5,0,0,289
2026-01-30 05:07:19,9.538,Provenance,33.333,6.616,2,17,0,4.889,13,33.333,0,0,5,4,45,135,2,4,0,289
2026-02-10 21:22:07,11.939,Provenance,18.333,2.692,0,15,0,5.636,3,18.333,0,0,0,1,22,120,1,4,0,289
2026-01-10 19:11:59,7.156,ss_r_white_pony,15.116,1.861,0,4,0,5.692,2,15.116,0,0,0,0,13,86,2,3,0,291
2026-01-03 18:46:20,7.303,FeyFey,14.851,2.365,0,2,2,5.333,3,14.851,0,0,1,0,15,101,3,2,0,292
2026-01-10 19:11:59,7.303,FeyFey,25.472,5.812,0,3,0,4.63,7,25.472,0,0,1,6,27,106,0,5,0,292
2026-01-15 20:25:44,7.355,FeyFey,15.172,2.438,0,13,0,5.0,4,15.172,0,0,0,0,22,145,1,5,0,292
2026-01-23 20:50:49,7.355,FeyFey,24.107,4.636,1,3,1,5.111,5,24.107,0,0,3,2,27,112,5,0,0,292
2026-01-28 15:08:23,7.355,FeyFey,19.527,3.132,1,8,4,5.576,6,19.527,0,0,1,3,33,169,2,4,0,292
2026-01-30 05:07:19,7.355,FeyFey,19.608,4.174,0,3,2,4.7,7,19.608,0,0,3,1,20,102,4,2,0,292
2026-01-31 18:49:14,7.303,FeyFey,18.182,2.593,0,12,0,5.182,3,18.182,0,0,0,0,22,121,0,6,0,292
2026-02-04 18:43:52,8.125,FeyFey,16.522,4.306,0,5,0,4.737,6,16.522,0,0,3,1,19,115,2,3,0,292
2026-02-10 21:22:07,8.213,FeyFey,18.803,3.248,0,7,3,5.273,4,18.803,0,0,1,1,22,117,3,2,0,292
2026-01-06 20:54:30,7.5,Hyo,21.6,3.998,0,8,1,5.0,7,21.6,0,0,0,5,27,125,3,2,0,317
2026-01-03 18:46:20,9.706,Swapin,31.933,4.841,0,13,0,5.316,7,31.933,0,0,2,0,38,119,3,1,1,325
2026-01-27 23:01:56,9.706,Swapin,30.435,4.836,0,10,0,5.2,8,30.435,0,0,1,3,35,115,2,3,0,325
2026-02-10 21:22:07,10.349,Swapin,36.066,6.922,2,13,0,5.318,9,36.066,0,0,5,0,44,122,1,4,0,325
2026-01-23 20:50:49,9.0,pomo,19.811,4.093,2,7,1,5.286,4,19.811,0,0,2,0,21,106,1,4,0,326
2026-01-03 18:46:20,11.87,Flato,47.059,8.889,0,13,0,4.893,14,47.059,0,0,2,3,56,119,3,1,1,327
2026-01-06 20:54:30,11.858,Flato,42.52,10.045,1,11,1,4.537,21,42.52,0,0,5,8,54,127,4,1,0,327
2026-01-09 00:54:36,11.87,Flato,53.125,10.606,0,4,1,4.882,14,53.125,0,0,2,7,68,128,3,2,0,327
2026-01-10 19:11:59,11.87,Flato,48.515,11.325,1,5,0,4.429,15,48.515,0,0,2,8,49,101,4,0,1,327
2026-01-15 20:25:44,11.858,Flato,50.382,12.611,3,10,0,4.258,21,50.382,0,0,5,12,66,131,3,3,0,327
2026-01-23 20:50:49,11.858,Flato,54.31,13.837,4,6,2,4.444,18,54.31,0,0,7,7,63,116,1,4,0,327
2026-01-27 23:01:56,11.87,Flato,45.714,11.166,1,7,0,4.438,15,45.714,0,0,5,9,48,105,5,0,0,327
2026-01-30 05:07:19,11.858,Flato,57.037,13.963,3,17,0,4.325,31,57.037,0,0,7,19,77,135,2,4,0,327
