Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
2026-01-02 13:57:28,14.11,KaoriMaeda,34.862,8.773,3,18,1,4.289,12,33.333,41.818,19.048,5,4,38,109,2,3,0
2026-01-02 13:57:28,10.132,Kuterin,34.815,7.972,5,22,1,4.745,14,51.282,26.316,30.769,7,4,47,135,1,4,0
2026-01-02 13:57:28,10.268,Comete,34.737,7.769,1,13,0,4.576,11,70,21.739,31.034,5,1,33,95,4,1,0
2026-01-02 13:57:28,11.325,Kryuell,33.028,7.455,1,18,0,4.472,10,45.455,32.727,14.286,3,6,36,109,2,3,0
2026-01-02 13:57:28,9.317,Emdiel,32.11,8.044,4,18,0,4.457,11,42.424,27.273,28.571,8,2,35,109,2,3,0
2026-01-02 13:57:28,8.727,apurplenose,31.858,4.848,0,23,2,5.111,8,46.154,30.189,23.529,0,3,36,113,2,3,0
2026-01-02 13:57:28,7.044,Saiki,29.63,4.304,0,22,1,5.325,8,35.897,29.825,23.077,3,2,40,135,1,4,0
2026-01-02 13:57:28,6.576,Maki04,29.358,5.883,0,18,1,4.688,9,33.333,29.091,23.81,5,2,32,109,2,3,0
2026-01-02 13:57:28,10.016,ruuka,26.549,6.67,3,23,1,4.667,11,38.462,15.094,35.294,4,5,30,113,2,3,0
2026-01-02 13:57:28,7.215,ChrisLefko,25,3.537,1,11,1,5.682,3,40.909,24.444,9.524,3,0,22,88,3,2,0
2026-01-02 13:57:28,6.642,Skychael,24.468,4.643,1,9,0,4.826,4,18.182,33.333,12.5,3,1,23,94,3,2,0
2026-01-02 13:57:28,6.439,kabao,23.894,4.754,2,23,0,5.148,7,26.923,24.528,20.588,3,2,27,113,2,3,0
2026-01-02 13:57:28,5.896,Gua,23.404,5.865,1,9,2,4.227,9,13.636,31.25,16.667,2,3,22,94,3,2,0
2026-01-02 13:57:28,2.179,RyoutaVN,17.045,1.616,0,11,2,6.133,1,27.273,11.111,19.048,0,1,15,88,3,2,0
2026-01-02 13:57:28,5.41,Spartric,13.83,2.148,0,9,0,5.308,2,18.182,14.583,8.333,1,1,13,94,3,2,0
2026-01-02 13:57:28,1.378,Rhummy,10.526,1.218,0,13,1,6,1,20,6.522,10.345,1,0,10,95,4,1,0
,,,,,,,,,,,,,,,,,,,
2026-01-03 00:30:48,18.505,accelerator11,53.435,16.453,13,17,0,3.443,42,90.244,40,32.5,18,20,70,131,2,4,0
2026-01-03 00:30:48,11.817,LelPop,46.377,10.005,4,23,1,4.266,28,50,47.368,41.463,8,16,64,138,4,2,0
2026-01-03 00:30:48,10.189,kaededayo,43.511,11.113,8,17,0,3.93,27,51.22,38,42.5,12,9,57,131,2,4,0
2026-01-03 00:30:48,11.792,Chata,38.4,10.635,9,24,0,3.771,21,29.268,44.231,40.625,12,9,48,125,4,2,0
2026-01-03 00:30:48,11.986,md22,36.8,8.835,5,24,1,3.978,19,34.146,46.154,25,8,9,46,125,4,2,0
2026-01-03 00:30:48,9.921,ruuka,36.232,6.831,5,23,1,4.7,15,50,22.807,41.463,9,4,50,138,4,2,0
2026-01-03 00:30:48,10.542,Selaph,32.09,8.175,4,28,0,3.86,22,28.571,40,24.324,5,14,43,134,2,4,0
2026-01-03 00:30:48,7.531,Provenance,29.71,5.542,5,23,0,4.951,13,45,19.298,29.268,8,3,41,138,4,2,0
2026-01-03 00:30:48,3.983,Heleos,24.638,3.028,0,23,1,5.412,7,35,21.053,19.512,2,4,34,138,4,2,0
2026-01-03 00:30:48,7.924,Hyo,24.627,5.482,2,28,1,4.182,16,30.952,21.818,21.622,4,7,33,134,2,4,0
2026-01-03 00:30:48,9.215,joey,23.134,5.245,3,28,1,4.161,13,23.81,23.636,21.622,4,6,31,134,2,4,0
2026-01-03 00:30:48,5.699,BigSmo,23.134,5.081,6,28,0,4.484,9,21.429,14.545,37.838,6,2,31,134,2,4,0
2026-01-03 00:30:48,7.265,rorf,22.4,4.688,2,24,0,4.357,11,24.39,23.077,18.75,4,5,28,125,4,2,0
2026-01-03 00:30:48,4.454,yashadox,20.611,2.836,1,17,1,5.185,5,26.829,10,27.5,4,0,27,131,2,4,0
2026-01-03 00:30:48,2.288,RyoutaVN,13.6,2.663,2,24,0,4.765,6,17.073,5.769,21.875,3,1,17,125,4,2,0
2026-01-03 00:30:48,-0.034,LordGrond,11.45,1.171,0,17,2,5.733,4,17.073,4,15,1,1,15,131,2,4,0
,,,,,,,,,,,,,,,,,,,
2026-01-03 05:26:37,13.937,neoburnz,36.709,7.344,4,52,0,4.448,22,45.161,36.111,32.727,7,8,58,158,3,3,0
2026-01-03 05:26:37,12.57,mrwolf2,35.583,8.854,10,49,0,4.121,24,35.135,33.803,38.182,13,11,58,163,3,3,0
2026-01-03 05:26:37,10.438,cafezinho,32.432,8.102,6,44,0,4,21,35.484,35.065,25,11,9,48,148,5,1,0
2026-01-03 05:26:37,12.163,md22,32,7.292,6,63,0,4.143,22,45.946,34.722,21.212,11,6,56,175,1,5,0
2026-01-03 05:26:37,10.115,ruuka,29.054,7.883,8,44,0,3.86,21,38.71,27.273,25,12,7,43,148,5,1,0
2026-01-03 05:26:37,5.504,BigSmo,28.481,5.781,6,52,0,4.667,15,38.71,20.833,32.727,9,3,45,158,3,3,0
2026-01-03 05:26:37,11.531,MahiruShiina,27.607,6.65,5,49,0,4.178,19,43.243,18.31,29.091,8,10,45,163,3,3,0
2026-01-03 05:26:37,4.328,AnnaYanami,26.38,4.321,1,49,0,4.814,12,32.432,22.535,27.273,5,4,43,163,3,3,0
2026-01-03 05:26:37,7.727,Provenance,25.676,6.694,5,44,1,3.921,18,29.032,27.273,20,10,6,38,148,5,1,0
2026-01-03 05:26:37,7.01,Legitted,24.051,2.647,0,52,0,5.395,6,32.258,19.444,25.455,2,0,38,158,3,3,0
2026-01-03 05:26:37,9.004,joey,23.429,6.382,8,63,1,3.854,19,18.919,23.611,25.758,11,7,41,175,1,5,0
2026-01-03 05:26:37,6.346,kabao,22.857,4.476,3,63,0,4.5,13,40.541,20.833,15.152,6,6,40,175,1,5,0
2026-01-03 05:26:37,7.322,ChrisLefko,19.62,3.676,2,52,2,4.774,10,41.935,11.111,18.182,3,4,31,158,3,3,0
2026-01-03 05:26:37,4.617,ss_r_white_pony,17.857,2.451,1,34,1,5.35,4,12,14,27.027,3,1,20,112,2,2,0
2026-01-03 05:26:37,5.297,Neumann,17.647,3.394,1,15,0,4.667,2,25,19.048,11.111,2,0,9,51,1,1,0
2026-01-03 05:26:37,5.522,Spartric,16.892,2.754,2,44,1,4.88,6,25.806,18.182,7.5,3,2,25,148,5,1,0
2026-01-03 05:26:37,6.307,FeyFey,13.714,2.113,1,63,2,5.042,6,27.027,6.944,13.636,2,4,24,175,1,5,0
,,,,,,,,,,,,,,,,,,,
2026-01-03 10:38:36,16.705,Deafness,61.151,19.283,10,8,1,3.894,41,65,67.188,45.714,15,17,85,139,5,1,0
2026-01-03 10:38:36,17.994,Tsui,57.025,17.933,6,16,0,3.855,37,75,52.542,46.667,11,13,69,121,2,4,0
2026-01-03 10:38:36,17.252,Sniparook,55.479,15.957,9,17,0,4.21,30,60.606,60.811,41.026,13,14,81,146,3,3,0
2026-01-03 10:38:36,13.93,neoburnz,47.26,10.138,4,17,0,4.71,16,60.606,45.946,38.462,5,7,69,146,3,3,0
2026-01-03 10:38:36,14.572,Alkios,42.308,10.655,3,21,0,4.455,28,70.27,35.294,29.412,7,13,66,156,2,4,0
2026-01-03 10:38:36,11.791,md22,42.308,10.945,4,21,2,4.409,23,51.351,41.176,35.294,7,12,66,156,2,4,0
2026-01-03 10:38:36,15.364,koroshiya,42.149,11.037,0,16,0,4.196,25,43.75,54.237,16.667,4,10,51,121,2,4,0
2026-01-03 10:38:36,11.455,JuliAless64,41.007,9.48,0,8,0,4.526,22,52.5,35.938,37.143,3,14,57,139,5,1,0
2026-01-03 10:38:36,10.351,Selaph,37.671,8.156,3,17,1,4.782,15,54.545,33.784,30.769,7,4,55,146,3,3,0
2026-01-03 10:38:36,11.244,Shuuka,35.294,8.835,2,11,2,4.611,15,50,32.143,29.167,3,8,36,102,2,2,0
2026-01-03 10:38:36,10.532,Dry,33.813,10.111,6,8,1,4.17,20,32.5,43.75,17.143,10,7,47,139,5,1,0
2026-01-03 10:38:36,12.071,florenz,25.926,5.886,1,10,0,4.714,5,60,13.793,10,1,3,14,54,0,2,0
2026-01-03 10:38:36,7.797,Lakumix,24.793,6.301,1,16,2,4.367,12,28.125,18.644,33.333,4,4,30,121,2,4,0
