player name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate,rigs,rigs hit,correct count,song count,Rigs missed,Offlist GR,,
SUS_DOMESTICUS,38.017,,22.351,6,3.543,52.941,41.818,28.571,80,38,46,121,42,19.51%,,27
SaikiChan,35.185,,25.641,1,3.842,57.692,21.429,35,23,23,38,108,0,17.65%,,115
Maki04,35.106,,23.886,0,3.727,60,29.268,31.579,23,19,33,94,4,19.72%,,113
Fuj,34.343,,23.457,2,4.147,17.647,41.667,32.353,23,21,34,99,2,17.11%,,130
doomchicken,32.231,,25.746,2,3.872,29.412,32.727,32.653,30,25,39,121,5,15.38%,,78
INCELMAN69,29.71,,21.105,0,4.049,58.621,25.862,17.647,46,34,41,138,12,7.61%,,101
Jytcampbell,27.273,,25.796,0,4.091,47.059,23.636,24.49,25,13,33,121,12,20.83%,,122
MoltenAshes,26.852,,27.879,1,4.448,34.615,28.571,20,16,13,29,108,3,17.39%,,102
legrandort,26.087,,26.215,0,4.917,20.69,25.862,29.412,31,28,36,138,3,7.48%,,159
Hiitagi,25.926,,25.334,1,3.75,15.385,38.095,20,33,25,28,108,8,4.00%,,158
CM02,23.944,,23.526,1,4.853,8.696,18.644,35,31,27,34,142,4,6.31%,,157
psirockin,14.876,,24.489,3,3.778,0,16.364,18.367,29,16,18,121,13,2.17%,,180
hubcioskubcio,13.131,,28.766,0,5.385,17.647,10.417,14.706,14,12,13,99,2,1.18%,,170
Bui,12.766,,29.83,0,4.917,13.333,12.195,13.158,28,9,12,94,19,4.55%,,224
,,,,,,,,,,,,,,,,
2023-12-27,,,,,,,,,,,,,,,,#N/A
Keiko,68.519,,22.248,8,3.568,59.091,52.273,90.476,28,25,74,108,3,61.25%,,11
supersmooth,53.957,,22.631,4,4.053,48.148,61.017,49.057,44,42,75,139,2,34.74%,,24
yahallonyanpasu,53.125,,19.316,5,3.441,76.923,55.172,36.364,24,19,34,64,5,37.50%,,16
ShiinaMahiru,53,,24.365,3,4,68.75,51.282,48.889,29,25,53,100,4,39.44%,,82
mar4,46.602,,24.066,5,3.708,61.111,41.463,47.619,30,26,48,103,4,30.14%,,215
watashiii,45.745,,23.383,4,4,46.667,43.182,48.571,25,21,43,94,4,31.88%,,129
vsai,45.631,,24.059,4,4.043,66.667,39.024,45.238,27,15,47,103,12,42.11%,,62
Fuj,44.681,,23.489,2,4.048,20,47.727,51.429,31,27,42,94,4,23.81%,,130
Beokros,43.165,,23.679,1,4.217,48.148,50.847,32.075,41,39,60,139,2,21.43%,,87
doomchicken,43,,24,3,4.093,68.75,41.026,35.556,29,27,43,100,2,22.54%,,78
bamboo,40.8,,23.49,2,4.176,57.143,26.923,46.667,24,23,51,125,1,27.72%,,66
Pile,40.741,,23.115,2,4.091,54.545,43.182,30.952,44,31,44,108,13,20.31%,,81
SPYAIR,40,,24.209,4,4.3,53.571,32.692,40,24,23,50,125,1,26.73%,,83
Kiishua,40,,24.361,0,4.32,82.143,17.308,40,48,30,50,125,18,25.97%,,91
mahzrunner,39,,26.061,1,4.359,50,33.333,40,23,21,39,100,2,23.38%,,143
Himemiya,36.111,,23.786,1,4.436,50,36.364,28.571,14,11,39,108,3,29.79%,,63
SaikiChan,35.971,,22.446,8,3.7,40.741,30.508,39.623,26,26,50,139,0,21.24%,,115
Aryssiel,35.484,,24.454,1,3.97,50,32.432,33.333,17,16,33,93,1,22.37%,,86
Sheru,34.409,,24.498,6,3.906,44.444,24.324,41.667,27,23,32,93,4,13.64%,,145
oh95,34.375,,22.379,3,3.727,38.462,24.138,45.455,12,12,22,64,0,19.23%,,177
redeyes,34.043,,24.486,1,4.375,20,43.182,28.571,31,20,32,94,11,19.05%,,191
Konsumenci,33.333,,23.005,3,4.226,50,24.324,36.111,22,19,31,93,3,16.90%,,123
Bommie,32,,26.712,1,4.875,32.143,25,40,35,31,40,125,4,10.00%,,150
Janoxx,28.125,,18.315,3,3.5,53.846,24.138,18.182,12,11,18,64,1,13.46%,,121
Jakemonkey,27.957,,26.646,4,4.038,44.444,24.324,25,22,20,26,93,2,8.45%,,134
OnlyRevStarlight,27.66,,25.941,0,4.731,6.667,27.273,37.143,21,18,26,94,3,10.96%,,217
denero,25,,24.078,4,3.375,15.385,31.034,22.727,12,11,16,64,1,9.62%,,140
Zozo,22.33,,24.934,1,4.13,22.222,7.317,38.095,25,19,23,103,6,5.13%,,149
CM02,22,,24.049,0,4.227,6.25,25.641,24.444,24,19,22,100,5,3.95%,,157
IAmAsianNoob,20.863,,25.512,0,4.862,14.815,22.034,22.642,24,22,29,139,2,6.09%,,164
OnlyWorldDaiStar,20.388,,27.265,0,4.857,61.111,9.756,14.286,31,12,21,103,19,12.50%,,133
Skychael,19.444,,23.495,1,4.476,31.818,15.909,16.667,24,18,21,108,6,3.57%,,160
,,,,,,,,,,,,,,,,
2023-12-28,,,,,,,,,,,,,,,,#N/A
FORTNAYT,59.167,,22.942,4,3.465,70.833,62.963,47.619,27,21,71,120,6,53.76%,,28
asleep,54.264,,21.533,4,3.557,50,64,57.778,20,19,70,129,1,46.79%,,26
SPYAIR,51.515,,21.103,9,3.5,52.632,56.452,45.098,29,26,68,132,3,40.78%,,83
Emdiel,50,,22.823,2,3.879,64,36.735,57.143,51,43,58,116,8,23.08%,,88
Serecola,42.5,,23.927,2,3.804,54.167,38.889,40.476,30,25,51,120,5,28.89%,,182
Bommie,37.069,,23.247,2,3.86,16,36.735,50,41,35,43,116,6,10.67%,,150
Fuj,34.109,,24.043,0,4,29.167,40,37.778,44,34,44,129,10,11.76%,,130
Chistoso,33.333,,20.282,4,3.432,68.421,29.032,25.49,64,27,44,132,37,25.00%,,49
SaikiChan,32.759,,25.682,2,3.711,56,22.449,30.952,13,13,38,116,0,24.27%,,115
benevelante,30.233,,26.261,1,4.205,41.667,28,33.333,32,21,39,129,11,18.56%,,139
Sheru,27.586,,20.531,0,3.75,36,20.408,30.952,32,27,32,116,5,5.95%,,145
Cindergoat,22.481,,24.264,0,4.414,12.5,24,31.111,25,19,29,129,6,9.62%,,107
Tapumomo_,21.212,,22.923,4,4.071,10.526,22.581,23.529,20,17,28,132,3,9.82%,,146
Janoxx,19.167,,19.784,6,3.087,33.333,18.519,11.905,14,14,23,120,0,8.49%,,121
IAmAsianNoob,12.5,,25.684,0,4.333,4.167,11.111,19.048,10,8,15,120,2,6.36%,,164
,,,,,,,,,,,,,,,,
2023-12-28,,,,,,,,,,,,,,,,#N/A
Rissa,58.871,,24.292,2,4.384,55.556,54.902,65.217,41,38,73,124,3,42.17%,,47
Lika,58.12,,24.921,4,4.397,50,57.143,62.5,44,40,68,117,4,38.36%,,58
ruuka,56.41,,24.6,2,4.409,65,42.857,66.667,45,38,66,117,7,38.89%,,72
moosepi,50,,25.249,5,4.71,59.259,41.176,54.348,51,42,62,124,9,27.40%,,80
Floth,41.935,,26.009,2,4.788,33.333,39.216,50,22,22,52,124,0,29.41%,,179
Maki04,41.129,,26.01,1,5.157,55.556,45.098,28.261,37,31,51,124,6,22.99%,,113
oh95,38.462,,24.137,3,4.425,41.176,31.915,45,40,30,40,104,10,15.63%,,177
MageFlameFreeze,35.897,,26.285,1,4.857,20,40.816,37.5,25,24,42,117,1,19.57%,,151
SUS_DOMESTICUS,35.577,,23.105,3,4.108,35.294,44.681,25,61,29,37,104,32,18.60%,,27
MrWolf,28.846,,23.022,2,4.133,52.941,19.149,30,37,19,30,104,18,16.42%,,103
Jakemonkey,24.786,,27.595,0,5.241,35,28.571,16.667,16,14,29,117,2,14.85%,,134
benevelante,22.115,,24.952,0,4.652,17.647,25.532,20,27,19,23,104,8,5.19%,,139
,,,,,,,,,,,,,,,,
2023-12-29,,,,,,,,,,,,,,,,#N/A
Renzou,56.311,,23.145,3,3.741,33.333,56.452,65.517,33,33,58,103,0,35.71%,,47
ShiinaMahiru,51.807,,22.909,5,3.442,33.333,54.545,59.375,26,24,43,83,2,33.33%,,82
OTae,36.145,,23.551,2,4,33.333,39.394,34.375,29,23,30,83,6,12.96%,,144
AnimeroD,36.145,,22.901,3,3.567,38.889,30.303,40.625,20,18,30,83,2,19.05%,,85
Maki04,33.981,,25.861,2,4.4,66.667,30.645,27.586,29,23,35,103,6,16.22%,,113
Jakemonkey,29.126,,25.377,1,4.567,50,27.419,24.138,19,16,30,103,3,16.67%,,134
zental,22.892,,22.425,2,3.789,27.778,18.182,25,10,10,19,83,0,12.33%,,156
,,,,,,,,,,,,,,,,
2023-12-29,,,,,,,,,,,,,,,,#N/A
Hejsan,64.557,,21.399,8,3.294,60,60.976,71.429,31,29,51,79,2,45.83%,,8
FORTNAYT,54.676,,23.297,4,3.684,51.724,77.778,44.068,32,31,76,139,1,42.06%,,28
Emdiel,52.846,,21.282,4,3.769,31.818,73.529,54.098,53,49,65,123,4,22.86%,,88
GodSaiHugeFan,47.368,,23.503,4,3.978,37.5,44.898,52.632,28,23,45,95,5,32.84%,,100
DKing20,47.154,,23.725,6,3.948,50,47.059,50.82,32,32,58,123,0,28.57%,,67
oh95,47,,24.607,2,4.128,65.217,43.243,40,31,28,47,100,3,27.54%,,177
KANTAICOLLECTION,47,,23.568,4,3.915,43.478,59.459,37.5,37,28,47,100,9,30.16%,,45
uomi,45.455,,22.436,2,3.95,41.667,47.222,45,30,26,40,88,4,24.14%,,104
MonkeyGangLeader,41.053,,22.685,1,4.026,50,40.816,39.474,75,34,39,95,41,25.00%,,48
Chistoso,41,,22.543,5,3.561,86.957,27.027,27.5,38,21,41,100,17,32.26%,,49
SPYAIR,37.5,,22.913,3,4.152,41.667,30.556,42.5,13,12,33,88,1,28.00%,,83
Wuffles,33.684,,25.414,1,4.656,37.5,30.612,36.842,20,14,32,95,6,24.00%,,202
UselessPanda,32.955,,23.065,3,4.207,25,11.111,55,10,8,29,88,2,26.92%,,1
Sayuriii,32,,24.278,3,4.25,13.043,37.838,37.5,31,28,32,100,3,5.80%,,154
NougatMonster,29.474,,25.678,0,4.786,37.5,22.449,36.842,26,16,28,95,10,17.39%,,218
Konsumenci,29.114,,22.336,2,3.826,40,24.39,32.143,15,14,23,79,1,14.06%,,123
BEYBLADEX,28.926,,24.368,2,4.314,36,37.838,22.642,24,19,35,121,5,16.49%,,117
Bommie,28.455,,25.235,0,4.457,9.091,23.529,40.984,37,30,35,123,7,5.81%,,150
Sheru,27.848,,23.218,2,4,30,26.829,28.571,21,15,22,79,6,12.07%,,145
zental,26.136,,24.402,2,4.652,25,27.778,25,17,16,23,88,1,9.86%,,156
Janoxx,20.863,,19.904,4,3.241,41.379,17.778,15.254,21,18,29,139,3,9.32%,,121
Skychael,19.424,,21.949,6,3.741,17.241,22.222,20.339,32,20,27,139,12,6.54%,,160
OnlyRevStarlight,14.634,,26.494,0,5.389,4.545,23.529,14.754,19,8,18,123,11,9.62%,,217
Slizzer,8.861,,25.727,1,4.143,0,4.878,17.857,15,4,7,79,11,4.69%,,161
,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,#N/A
SakurabaRola,60.448,,23.084,4,3.975,61.905,51.786,68.421,59,48,81,134,11,44.00%,,31
neoburnz,57.554,,24.403,1,4.4,66.667,52.381,60.345,49,45,80,139,4,38.89%,,59
ShiinaMahiru,56.835,,23.561,0,4.392,50,49.206,67.241,36,36,79,139,0,41.75%,,82
moosepi,55.224,,24.521,3,4.311,76.19,44.643,57.895,54,45,74,134,9,36.25%,,80
MahiruShiina,54.478,,23.816,3,4,50,55,56.25,72,61,73,134,11,19.35%,,70
mar4,47.015,,24.768,3,4.032,61.538,45,41.667,31,27,63,134,4,34.95%,,215
MageFlameFreeze,44.03,,24.425,1,4.322,33.333,41.071,50.877,41,41,59,134,0,19.35%,,151
Bommie,35.075,,25.408,2,4.489,26.923,30,45.833,54,43,47,134,11,5.00%,,150
Sheru,30.935,,21.808,2,4.465,11.111,36.508,31.034,44,38,43,139,6,5.26%,,145
CM02,30.216,,24.742,1,4.929,33.333,25.397,34.483,41,37,42,139,4,5.10%,,157
Bui,14.179,,28.224,0,5,33.333,12.5,8.772,58,12,19,134,46,9.21%,,224
MythAndroid,9.701,,28.758,1,4.846,7.692,11.667,8.333,39,12,13,134,27,1.05%,,225
,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,#N/A
MahiruShiina,57.692,,24.096,6,3.973,57.692,60.714,54.167,62,56,75,130,6,27.94%,,70
yahallonyanpasu,51.049,,20.955,6,3.863,65.625,60.345,32.075,32,26,73,143,6,42.34%,,16
uomi,46.957,,22.543,5,3.759,50,48.214,43.243,33,33,54,115,0,25.61%,,104
ShiinaMahiru,44.056,,26.307,2,4.333,43.75,43.103,45.283,34,33,63,143,1,27.52%,,82
Emdiel,40.769,,24.647,2,4.396,65.385,37.5,31.25,41,34,53,130,7,21.35%,,88
Bommie,36.923,,26.336,0,4.583,46.154,33.929,35.417,45,39,48,130,6,10.59%,,150
Floth,33.913,,23.938,1,3.923,27.273,28.571,45.946,15,14,39,115,1,25.00%,,179
Janoxx,28.671,,19.757,4,3.805,37.5,31.034,20.755,26,24,41,143,2,14.53%,,121
Tapumomo_,28.462,,24.998,3,4.541,30.769,30.357,25,35,24,37,130,11,13.68%,,146
IAmAsianNoob,24.476,,27.054,0,4.943,18.75,17.241,35.849,20,19,35,143,1,13.01%,,164
JustaWeirdo,13.043,,23.742,3,4.267,9.091,8.929,21.622,22,11,15,115,11,4.30%,,171
,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,#N/A
neoburnz,58.4,,23.565,4,4.315,46.667,56.604,63.158,33,32,73,125,1,44.57%,,59
mkby,54.4,,22.952,3,4.279,60,41.509,64.912,40,39,68,125,1,34.12%,,43
FORTNAYT,54.331,,22.281,4,3.768,71.429,57.143,44,29,28,69,127,1,41.84%,,28
Mikasaaaaaaa,54.331,,22.242,2,4.145,93.103,49.091,34.884,41,34,69,127,7,40.70%,,6
Chata,52.778,,21.284,3,4.118,38.095,55.385,55.172,44,35,76,144,9,41.00%,,51
Lika,52.756,,22.972,2,3.91,52.381,48.214,58,52,47,67,127,5,26.67%,,58
Rissa,52.101,,22.244,6,3.855,40.741,57.407,52.632,32,30,62,119,2,36.78%,,47
asleep,48.936,,21.065,3,3.891,35.714,61.364,38.889,13,13,46,94,0,40.74%,,26
moosepi,45.833,,25.183,2,4.667,52.381,41.538,48.276,48,43,66,144,5,23.96%,,80
SPYAIR,45.669,,24.205,1,4.741,55.172,47.273,37.209,24,23,58,127,1,33.98%,,83
koroshiya,43.697,,23.184,0,4.404,44.444,51.852,31.579,35,26,52,119,9,30.95%,,41
UselessPanda,42.4,,24.582,2,4.774,40,28.302,56.14,27,23,53,125,4,30.61%,,1
Beokros,40.426,,21.367,2,3.789,28.571,40.909,44.444,30,27,38,94,3,17.19%,,87
MAKENAI,37.795,,25.165,1,4.75,48.276,36.364,32.558,33,28,48,127,5,21.28%,,116
ruuka,35.294,,24.504,0,4.405,40.741,35.185,31.579,37,23,42,119,14,23.17%,,72
wincover,34.043,,21.079,4,3.906,35.714,36.364,30.556,26,19,32,94,7,19.12%,,74
zental,33.333,,21.87,1,4.271,23.81,30.769,39.655,37,37,48,144,0,10.28%,,156
Kiishua,33.333,,23.579,2,4.667,66.667,16.923,39.655,63,33,48,144,30,18.52%,,91
Floth,32.283,,24.715,4,4.463,37.931,18.182,46.512,16,16,41,127,0,22.52%,,179
Bommie,31.2,,25.835,1,5.077,13.333,24.528,42.105,40,33,39,125,7,7.06%,,150
MageFlameFreeze,27.559,,23.786,0,4.286,14.286,23.214,38,22,21,35,127,1,13.33%,,151
Skychael,20.213,,22.742,0,4.263,28.571,18.182,19.444,22,18,19,94,4,1.39%,,160
IAmAsianNoob,20.168,,26.074,2,4.75,11.111,18.519,28.947,16,15,24,119,1,8.74%,,164
Janoxx,19.685,,20.781,4,3.52,28.571,21.429,14,19,15,25,127,4,9.26%,,121
,,,,,,,,,,,,,,,,
2024-01-02,,,,,,,,,,,,,,,,#N/A
Keiko,65.789,,21.3,5,3.88,68.421,58,73.333,39,34,75,114,5,54.67%,,11
ArronChu,58.333,,20.759,11,3.603,61.111,54.902,61.538,27,26,63,108,1,45.68%,,14
Sniparook,57.143,,22.412,4,3.868,53.846,64.286,50,64,53,68,119,11,27.27%,,50
MahiruShiina,55.263,,21.667,3,4.016,68.421,46,60,56,48,63,114,8,25.86%,,70
Lika,51.695,,24.534,1,4.279,47.059,36.957,65.455,42,41,61,118,1,26.32%,,58
Rissa,51.639,,22.905,3,3.952,42.308,50.877,58.974,37,32,63,122,5,36.47%,,47
neoburnz,50.42,,23.855,3,4.283,53.846,51.786,48,27,26,60,119,1,36.96%,,59
ShiinaMahiru,50,,24.496,4,4.259,33.333,50.98,56.41,24,23,54,108,1,36.90%,,82
Tsui,49.057,,22.237,4,3.865,55,42.857,54.054,25,22,52,106,3,37.04%,,33
FUCK_AMQ,47.458,,23.791,1,4.125,70.588,32.609,52.727,35,31,56,118,4,30.12%,,40
mahzrunner,42.623,,24.778,1,4.288,34.615,35.088,58.974,37,34,52,122,3,21.18%,,143
Beokros,41.803,,24.572,4,4.02,46.154,40.351,41.026,36,34,51,122,2,19.77%,,87
Zeal_Kido,38.983,,24.361,1,4.326,47.059,34.783,40,39,30,46,118,9,20.25%,,105
Chistoso,37.736,,23.09,2,4.1,90,20.408,32.432,50,21,40,106,29,33.93%,,49
Fumiii,36.134,,24.629,1,4.698,30.769,26.786,48,33,29,43,119,4,16.28%,,119
INCELMAN69,35.849,,20.221,2,3.895,30,32.653,43.243,40,32,38,106,8,9.09%,,101
Fuj,33.333,,23.204,1,4.526,31.579,34,33.333,35,27,38,114,8,13.92%,,130
Jakemonkey,28.814,,26.858,0,5.206,35.294,30.435,25.455,26,24,34,118,2,10.87%,,134
OnlyRevStarlight,28.302,,25.794,2,4.167,20,32.653,27.027,24,21,30,106,3,10.98%,,217
Bommie,26.852,,25.534,0,5.345,5.556,29.412,33.333,31,23,29,108,8,7.79%,,150
VagabondJake,24.37,,22.608,1,4.379,30.769,17.857,30,32,21,29,119,11,9.20%,,135
IAmAsianNoob,22.807,,23.707,0,4.731,5.263,18,35.556,21,19,26,114,2,7.53%,,164
Slizzer,14.815,,23.469,1,5,11.111,15.686,15.385,21,16,16,108,5,0.00%,,161
,,,,,,,,,,,,,,,,
2024-01-02,,,,,,,,,,,,,,,,#N/A
theyingster,84.783,,19.311,12,3.244,83.333,90.476,78.125,27,26,78,92,1,80.00%,,2
SUS_DOMESTICUS,70,,21.572,10,3.634,60,78.125,66.667,99,82,112,160,17,49.18%,,27
revel_,54.375,,22.387,7,3.862,35,43.284,69.863,49,43,87,160,6,39.64%,,30
moosepi,54.375,,22.924,3,3.931,40,47.761,64.384,74,68,87,160,6,22.09%,,80
Rissa,48.305,,21.102,3,3.632,41.176,38.983,64.286,32,30,57,118,2,31.40%,,47
Serecola,44.068,,22.333,2,3.692,64.706,50.847,26.19,29,23,52,118,6,32.58%,,182
oh95,38.125,,22.754,4,4.311,43.333,40.625,33.333,51,43,61,160,8,16.51%,,177
Legitted,35.625,,23.437,2,4.368,46.667,31.25,34.848,21,19,57,160,2,27.34%,,112
BEYBLADEX,34.783,,20.716,1,3.938,33.333,30.952,40.625,20,19,32,92,1,18.06%,,117
Wuffles,30.625,,25.163,0,4.918,45,26.866,30.137,37,29,49,160,8,16.26%,,202
Maki04,28.814,,23.831,0,4.471,47.059,28.814,21.429,30,20,34,118,10,15.91%,,113
LelPop,24.576,,20.51,1,4,11.765,22.034,33.333,31,21,29,118,10,9.20%,,124
OnlyWorldDaiStar,21.739,,23.04,0,4.5,38.889,21.429,12.5,30,13,20,92,17,11.29%,,133
MinoriChihara,20.625,,24.78,0,5.182,16.667,21.875,21.212,37,24,33,160,13,7.32%,,173
benevelante,18.478,,23.676,0,4.353,33.333,21.429,6.25,18,11,17,92,7,8.11%,,139
JustaWeirdo,13.125,,23.693,1,4.762,15,14.925,10.959,39,19,21,160,20,1.65%,,171
,,,,,,,,,,,,,,,,
2024-01-03,,,,,,,,,,,,,,,,#N/A
Hejsan,78.761,,22.211,5,3.584,94.444,75.51,76.087,54,51,89,113,3,64.41%,,8
Keiko,73.554,,21.631,8,3.573,73.913,69.643,78.571,38,32,89,121,6,68.67%,,11
Beokros,59,,21.335,7,3.746,70,59.184,56.098,44,41,59,100,3,32.14%,,87
uomi,52,,22.2,4,3.962,50,46.939,58.537,27,25,52,100,2,36.99%,,104
ShiinaMahiru,51.485,,25.014,4,3.558,73.333,47.727,47.619,25,24,52,101,1,36.84%,,82
Emdiel,48.039,,21.627,5,3.735,52.381,48.936,44.118,34,31,49,102,3,26.47%,,88
Lika,46.429,,25.699,2,4.333,50,30.769,65.517,33,29,39,84,4,19.61%,,58
wincover,44.086,,24.449,3,4.122,46.154,51.02,32.258,36,28,41,93,8,22.81%,,74
Bommie,42.857,,26.267,0,4.611,37.5,38.462,51.724,36,28,36,84,8,16.67%,,150
Fumiii,42.857,,25.049,2,4.417,31.25,38.462,55.172,26,25,36,84,1,18.97%,,119
Pile,41.935,,25.848,2,3.949,61.538,44.898,29.032,36,24,39,93,12,26.32%,,81
MAKENAI,38.938,,25.83,1,4.318,44.444,36.735,39.13,26,23,44,113,3,24.14%,,116
SPYAIR,38.462,,23.006,4,3.467,64.286,27.273,38.71,9,9,30,78,0,30.43%,,83
comfv,37.624,,22.753,2,3.789,66.667,40.909,23.81,20,18,38,101,2,24.69%,,76
SaikiChan,36.559,,23.235,3,3.706,53.846,28.571,41.935,18,18,34,93,0,21.33%,,115
Zeal_Kido,33.333,,22.767,3,4.118,52.381,23.404,35.294,31,22,34,102,9,16.90%,,105
Maki04,33.058,,24.917,3,4.35,65.217,30.357,19.048,34,25,40,121,9,17.24%,,113
